,R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_TD,B_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,R_HEAD,B_HEAD,R_BODY,B_BODY,R_LEG,B_LEG,R_DISTANCE,B_DISTANCE,R_CLINCH,B_CLINCH,R_GROUND,B_GROUND,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner
3712,Melvin Guillard,Jeremy Stephens,0,1,73 of 168,62 of 155,43%,40%,73 of 168,62 of 155,0 of 1,0 of 2,0%,0%,0,0,0,0,0,0,42 of 132,18 of 83,23 of 27,18 of 25,8 of 9,26 of 47,72 of 166,62 of 154,1 of 2,0 of 0,0 of 0,0 of 1,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,2010-09-25,"Indianapolis, Indiana, USA",Lightweight Bout,Melvin Guillard
3713,CB Dollaway,Joe Doerksen,0,0,1 of 2,1 of 1,50%,100%,1 of 2,6 of 6,0 of 0,0 of 2,0%,0%,2,0,0,0,0,0,0 of 1,0 of 0,1 of 1,0 of 0,0 of 0,1 of 1,1 of 2,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,Submission,1,2:13,3 Rnd (5-5-5),Jeff Malott,2010-09-25,"Indianapolis, Indiana, USA",Middleweight Bout,CB Dollaway
3714,Matt Mitrione,Joey Beltran,0,0,76 of 152,52 of 157,50%,33%,86 of 165,93 of 207,0 of 0,1 of 3,0%,33%,0,0,0,3,0,0,61 of 135,35 of 137,7 of 8,13 of 16,8 of 9,4 of 4,73 of 144,29 of 128,3 of 8,14 of 18,0 of 0,9 of 11,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Heavyweight Bout,Matt Mitrione
3715,Thiago Tavares,Pat Audinwood,0,0,7 of 11,3 of 8,63%,37%,50 of 63,6 of 13,2 of 2,0 of 0,100%,0%,1,0,1,0,0,0,5 of 9,1 of 6,2 of 2,2 of 2,0 of 0,0 of 0,1 of 3,3 of 8,0 of 0,0 of 0,6 of 8,0 of 0,Submission,1,3:47,3 Rnd (5-5-5),Rob Hinds,2010-09-25,"Indianapolis, Indiana, USA",Lightweight Bout,Thiago Tavares
3716,Steve Lopez,Waylon Lowe,0,0,23 of 71,26 of 61,32%,42%,68 of 117,74 of 118,0 of 0,5 of 7,0%,71%,0,0,0,2,0,0,6 of 48,25 of 59,3 of 5,1 of 2,14 of 18,0 of 0,21 of 65,16 of 44,0 of 1,0 of 0,2 of 5,10 of 17,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Lightweight Bout,Waylon Lowe
3717,TJ Grant,Julio Paulino,0,0,17 of 33,12 of 42,51%,28%,36 of 59,39 of 71,4 of 6,0 of 0,66%,0%,1,1,11,0,2,1,9 of 20,5 of 28,6 of 11,6 of 11,2 of 2,1 of 3,2 of 5,4 of 25,6 of 15,4 of 10,9 of 13,4 of 7,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jeff Malott,2010-09-25,"Indianapolis, Indiana, USA",Welterweight Bout,TJ Grant
3718,Mark Hunt,Sean McCorkle,0,0,2 of 8,0 of 4,25%,0%,3 of 9,0 of 4,1 of 1,0 of 2,100%,0%,0,2,0,0,0,0,2 of 8,0 of 4,0 of 0,0 of 0,0 of 0,0 of 0,1 of 7,0 of 4,0 of 0,0 of 0,1 of 1,0 of 0,Submission,1,1:03,3 Rnd (5-5-5),Josh Rosenthal,2010-09-25,"Indianapolis, Indiana, USA",Heavyweight Bout,Sean McCorkle
3719,Nate Marquardt,Rousimar Palhares,0,0,13 of 35,1 of 6,37%,16%,18 of 40,1 of 6,0 of 0,0 of 1,0%,0%,1,1,0,1,0,0,12 of 33,1 of 6,0 of 1,0 of 0,1 of 1,0 of 0,4 of 20,1 of 6,0 of 0,0 of 0,9 of 15,0 of 0,KO/TKO,1,3:28,3 Rnd (5-5-5),Herb Dean,2010-09-15,"Austin, Texas, USA",Middleweight Bout,Nate Marquardt
3720,Efrain Escudero,Charles Oliveira,0,0,13 of 76,35 of 91,17%,38%,26 of 89,60 of 118,0 of 1,2 of 9,0%,22%,0,1,2,1,0,0,10 of 68,9 of 52,1 of 2,9 of 17,2 of 6,17 of 22,7 of 65,31 of 86,4 of 7,4 of 5,2 of 4,0 of 0,Submission,3,2:25,3 Rnd (5-5-5),Kerry Hatley,2010-09-15,"Austin, Texas, USA",Lightweight Bout,Charles Oliveira
3721,Jim Miller,Gleison Tibau,0,0,29 of 113,23 of 100,25%,23%,44 of 128,36 of 114,0 of 6,4 of 5,0%,80%,2,0,0,0,0,0,13 of 85,21 of 94,7 of 15,1 of 4,9 of 13,1 of 2,25 of 101,20 of 92,4 of 12,3 of 7,0 of 0,0 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,2010-09-15,"Austin, Texas, USA",Lightweight Bout,Jim Miller
3722,Cole Miller,Ross Pearson,1,0,24 of 78,26 of 71,30%,36%,24 of 78,30 of 75,1 of 4,0 of 0,25%,0%,1,0,1,0,0,0,18 of 71,10 of 54,3 of 3,2 of 2,3 of 4,14 of 15,23 of 75,24 of 66,0 of 2,1 of 3,1 of 1,1 of 2,Submission,2,1:49,3 Rnd (5-5-5),Herb Dean,2010-09-15,"Austin, Texas, USA",Lightweight Bout,Cole Miller
3723,Yves Edwards,John Gunderson,0,0,54 of 125,15 of 82,43%,18%,98 of 177,24 of 91,1 of 1,0 of 6,100%,0%,1,2,3,0,0,0,42 of 110,5 of 67,9 of 11,5 of 7,3 of 4,5 of 8,20 of 64,12 of 76,4 of 6,3 of 6,30 of 55,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,2010-09-15,"Austin, Texas, USA",Lightweight Bout,Yves Edwards
3724,Jared Hamman,Kyle Kingsbury,0,0,88 of 239,79 of 219,36%,36%,146 of 298,88 of 229,0 of 2,9 of 13,0%,69%,0,0,0,0,0,0,65 of 203,48 of 175,14 of 22,10 of 16,9 of 14,21 of 28,77 of 211,72 of 206,8 of 20,5 of 9,3 of 8,2 of 4,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,2010-09-15,"Austin, Texas, USA",Light Heavyweight Bout,Kyle Kingsbury
3725,Tomasz Drwal,David Branch,0,0,10 of 43,15 of 31,23%,48%,19 of 55,62 of 85,0 of 0,3 of 10,0%,30%,0,0,0,3,0,0,7 of 37,8 of 19,2 of 3,4 of 5,1 of 3,3 of 7,9 of 38,7 of 19,1 of 5,2 of 4,0 of 0,6 of 8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2010-09-15,"Austin, Texas, USA",Middleweight Bout,David Branch
3726,Rich Attonito,Rafael Natal,1,0,25 of 80,28 of 102,31%,27%,46 of 103,51 of 132,0 of 1,2 of 9,0%,22%,0,0,0,1,0,0,15 of 67,14 of 69,2 of 4,5 of 21,8 of 9,9 of 12,14 of 59,26 of 98,1 of 2,1 of 2,10 of 19,1 of 2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,2010-09-15,"Austin, Texas, USA",Middleweight Bout,Rich Attonito
3727,TJ Waldburger,David Mitchell,0,0,37 of 58,13 of 18,63%,72%,69 of 96,50 of 59,6 of 7,2 of 3,85%,66%,7,6,12,0,3,0,32 of 52,9 of 11,1 of 2,2 of 3,4 of 4,2 of 4,3 of 3,3 of 5,3 of 5,4 of 6,31 of 50,6 of 7,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Schorle,2010-09-15,"Austin, Texas, USA",Welterweight Bout,TJ Waldburger
3728,Brian Foster,Forrest Petz,1,0,17 of 27,1 of 7,62%,14%,20 of 32,1 of 7,0 of 0,0 of 0,0%,0%,0,0,0,0,0,0,15 of 25,1 of 6,1 of 1,0 of 1,1 of 1,0 of 0,6 of 8,1 of 7,0 of 0,0 of 0,11 of 19,0 of 0,KO/TKO,1,1:07,3 Rnd (5-5-5),Herb Dean,2010-09-15,"Austin, Texas, USA",Welterweight Bout,Brian Foster
3729,Frankie Edgar,BJ Penn,0,0,94 of 234,36 of 146,40%,24%,142 of 285,56 of 167,3 of 9,2 of 3,33%,66%,0,0,1,0,1,0,59 of 179,29 of 132,22 of 35,7 of 13,13 of 20,0 of 1,67 of 197,32 of 141,11 of 16,3 of 4,16 of 21,1 of 1,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,2010-08-28,"Boston, Massachusetts, USA",UFC Lightweight Title Bout,Frankie Edgar
3730,Randy Couture,James Toney,0,0,8 of 11,0 of 0,72%,0%,41 of 50,4 of 6,1 of 1,0 of 0,100%,0%,2,0,1,0,0,0,7 of 10,0 of 0,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,8 of 11,0 of 0,Submission,1,3:19,3 Rnd (5-5-5),Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Heavyweight Bout,Randy Couture
3731,Demian Maia,Mario Miranda,0,0,30 of 49,14 of 41,61%,34%,104 of 146,29 of 60,5 of 7,0 of 0,71%,0%,1,0,6,0,0,2,21 of 36,5 of 27,5 of 9,2 of 5,4 of 4,7 of 9,6 of 16,9 of 26,3 of 8,1 of 4,21 of 25,4 of 11,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Middleweight Bout,Demian Maia
3732,Kenny Florian,Gray Maynard,0,0,14 of 63,15 of 53,22%,28%,33 of 85,47 of 86,0 of 0,5 of 7,0%,71%,0,0,0,1,0,0,7 of 50,12 of 49,4 of 9,3 of 4,3 of 4,0 of 0,11 of 60,4 of 32,2 of 2,0 of 1,1 of 1,11 of 20,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Lightweight Bout,Gray Maynard
3733,Nate Diaz,Marcus Davis,0,1,94 of 328,52 of 203,28%,25%,122 of 358,61 of 213,1 of 5,1 of 1,20%,100%,1,0,1,0,1,0,76 of 300,36 of 181,9 of 16,5 of 10,9 of 12,11 of 12,85 of 309,45 of 190,7 of 16,6 of 9,2 of 3,1 of 4,Submission,3,4:02,3 Rnd (5-5-5),Yves Lavigne,2010-08-28,"Boston, Massachusetts, USA",Welterweight Bout,Nate Diaz
3734,Joe Lauzon,Gabe Ruediger,0,0,19 of 28,1 of 8,67%,12%,19 of 29,1 of 8,2 of 3,0 of 0,66%,0%,1,0,5,0,0,0,19 of 28,1 of 7,0 of 0,0 of 0,0 of 0,0 of 1,3 of 5,1 of 8,1 of 2,0 of 0,15 of 21,0 of 0,Submission,1,2:01,3 Rnd (5-5-5),Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Lightweight Bout,Joe Lauzon
3735,Andre Winner,Nik Lentz,0,0,20 of 35,23 of 32,57%,71%,41 of 56,80 of 95,0 of 0,7 of 18,0%,38%,0,1,0,2,0,0,11 of 25,10 of 16,9 of 9,11 of 13,0 of 1,2 of 3,5 of 16,9 of 14,15 of 19,11 of 15,0 of 0,3 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,2010-08-28,"Boston, Massachusetts, USA",Lightweight Bout,Nik Lentz
3736,Dan Miller,John Salter,0,0,23 of 74,21 of 52,31%,40%,23 of 74,29 of 62,0 of 1,2 of 3,0%,66%,2,0,0,1,0,0,17 of 67,18 of 49,3 of 4,2 of 2,3 of 3,1 of 1,23 of 73,17 of 46,0 of 1,3 of 5,0 of 0,1 of 1,Submission,2,1:53,3 Rnd (5-5-5),Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Middleweight Bout,Dan Miller
3737,Nick Osipczak,Greg Soto,0,0,29 of 67,70 of 100,43%,70%,44 of 83,152 of 212,0 of 1,3 of 7,0%,42%,1,1,0,9,0,0,21 of 56,44 of 72,7 of 10,24 of 25,1 of 1,2 of 3,12 of 40,10 of 28,12 of 22,10 of 12,5 of 5,50 of 60,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,2010-08-28,"Boston, Massachusetts, USA",Welterweight Bout,Greg Soto
3738,Mike Pierce,Amilcar Alves,0,0,31 of 47,4 of 10,65%,40%,87 of 110,12 of 20,4 of 6,0 of 0,66%,0%,2,0,4,0,0,0,11 of 25,3 of 7,9 of 9,0 of 1,11 of 13,1 of 2,0 of 4,1 of 6,4 of 6,0 of 1,27 of 37,3 of 3,Submission,3,3:11,3 Rnd (5-5-5),Josh Rosenthal,2010-08-28,"Boston, Massachusetts, USA",Welterweight Bout,Mike Pierce
3739,Anderson Silva,Chael Sonnen,0,0,29 of 57,89 of 168,50%,52%,64 of 95,320 of 434,1 of 1,3 of 7,100%,42%,3,1,1,6,0,1,21 of 45,68 of 142,7 of 10,8 of 9,1 of 2,13 of 17,12 of 36,14 of 48,0 of 0,3 of 4,17 of 21,72 of 116,Submission,5,3:10,5 Rnd (5-5-5-5-5),Josh Rosenthal,2010-08-07,"Oakland, California, USA",UFC Middleweight Title Bout,Anderson Silva
3740,Jon Fitch,Thiago Alves,0,0,29 of 66,22 of 81,43%,27%,70 of 114,39 of 103,9 of 11,0 of 0,81%,0%,0,0,4,1,0,2,15 of 48,13 of 68,8 of 12,2 of 4,6 of 6,7 of 9,13 of 41,18 of 66,5 of 9,2 of 7,11 of 16,2 of 8,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2010-08-07,"Oakland, California, USA",Welterweight Bout,Jon Fitch
3741,Clay Guida,Rafael Dos Anjos,0,0,19 of 90,17 of 64,21%,26%,47 of 123,29 of 76,2 of 6,1 of 4,33%,25%,0,0,3,0,0,0,10 of 80,11 of 51,3 of 4,3 of 5,6 of 6,3 of 8,11 of 79,13 of 60,4 of 5,3 of 3,4 of 6,1 of 1,Submission,3,1:51,3 Rnd (5-5-5),Herb Dean,2010-08-07,"Oakland, California, USA",Lightweight Bout,Clay Guida
3742,Matt Hughes,Ricardo Almeida,1,0,2 of 16,10 of 28,12%,35%,2 of 16,10 of 28,0 of 0,0 of 0,0%,0%,1,0,0,0,0,0,1 of 14,5 of 20,0 of 1,2 of 5,1 of 1,3 of 3,2 of 15,9 of 27,0 of 1,1 of 1,0 of 0,0 of 0,Submission,1,3:15,3 Rnd (5-5-5),Josh Rosenthal,2010-08-07,"Oakland, California, USA",Welterweight Bout,Matt Hughes
3743,Roy Nelson,Junior Dos Santos,0,1,40 of 101,130 of 282,39%,46%,40 of 101,138 of 291,0 of 7,1 of 2,0%,50%,0,0,0,0,0,0,38 of 99,96 of 236,1 of 1,33 of 44,1 of 1,1 of 2,35 of 90,109 of 239,5 of 11,20 of 41,0 of 0,1 of 2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales,2010-08-07,"Oakland, California, USA",Heavyweight Bout,Junior Dos Santos
3744,Dustin Hazelett,Rick Story,0,1,7 of 17,75 of 110,41%,68%,7 of 17,132 of 169,0 of 2,3 of 3,0%,100%,2,0,0,1,0,0,3 of 11,45 of 76,4 of 6,30 of 34,0 of 0,0 of 0,4 of 13,17 of 30,3 of 4,26 of 37,0 of 0,32 of 43,KO/TKO,2,1:15,3 Rnd (5-5-5),Josh Rosenthal,2010-08-07,"Oakland, California, USA",Welterweight Bout,Rick Story
3745,Rodney Wallace,Phil Davis,0,0,2 of 9,59 of 92,22%,64%,5 of 12,97 of 137,0 of 5,3 of 4,0%,75%,0,0,0,13,0,0,1 of 7,40 of 68,1 of 2,19 of 23,0 of 0,0 of 1,1 of 6,7 of 21,1 of 3,7 of 7,0 of 0,45 of 64,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2010-08-07,"Oakland, California, USA",Light Heavyweight Bout,Phil Davis
3746,Johny Hendricks,Charlie Brenneman,2,0,28 of 42,9 of 33,66%,27%,34 of 48,15 of 40,0 of 1,2 of 4,0%,50%,0,0,0,1,0,0,21 of 34,7 of 31,5 of 6,2 of 2,2 of 2,0 of 0,10 of 21,3 of 19,4 of 6,6 of 14,14 of 15,0 of 0,KO/TKO,2,0:40,3 Rnd (5-5-5),Josh Rosenthal,2010-08-07,"Oakland, California, USA",Welterweight Bout,Johny Hendricks
3747,Todd Brown,Tim Boetsch,0,0,28 of 72,60 of 112,38%,53%,42 of 87,110 of 163,0 of 0,3 of 6,0%,50%,0,1,0,1,0,0,8 of 46,35 of 81,8 of 13,17 of 21,12 of 13,8 of 10,18 of 60,35 of 75,10 of 12,15 of 23,0 of 0,10 of 14,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales,2010-08-07,"Oakland, California, USA",Light Heavyweight Bout,Tim Boetsch
3748,Stefan Struve,Christian Morecraft,1,0,11 of 19,36 of 72,57%,50%,12 of 20,60 of 101,0 of 0,1 of 1,0%,100%,2,1,0,3,0,0,10 of 18,33 of 69,0 of 0,3 of 3,1 of 1,0 of 0,5 of 12,4 of 16,0 of 0,1 of 2,6 of 7,31 of 54,KO/TKO,2,0:22,3 Rnd (5-5-5),Herb Dean,2010-08-07,"Oakland, California, USA",Heavyweight Bout,Stefan Struve
3749,Ben Saunders,Dennis Hallman,0,0,30 of 45,28 of 55,66%,50%,54 of 72,96 of 132,0 of 0,3 of 6,0%,50%,1,0,0,4,0,0,17 of 30,24 of 49,13 of 15,1 of 2,0 of 0,3 of 4,20 of 34,3 of 14,10 of 11,4 of 8,0 of 0,21 of 33,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales,2010-08-07,"Oakland, California, USA",Welterweight Bout,Dennis Hallman
3750,Jon Jones,Vladimir Matyushenko,0,0,15 of 16,0 of 5,93%,0%,17 of 18,0 of 5,1 of 1,0 of 0,100%,0%,0,0,2,0,0,0,12 of 12,0 of 5,2 of 3,0 of 0,1 of 1,0 of 0,3 of 4,0 of 5,0 of 0,0 of 0,12 of 12,0 of 0,KO/TKO,1,1:52,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Light Heavyweight Bout,Jon Jones
3751,Mark Munoz,Yushin Okami,1,1,16 of 44,22 of 83,36%,26%,19 of 48,101 of 162,1 of 15,1 of 1,6%,100%,0,0,0,0,0,0,13 of 41,16 of 77,2 of 2,6 of 6,1 of 1,0 of 0,13 of 35,18 of 75,3 of 6,1 of 2,0 of 3,3 of 6,Decision - Split,3,5:00,3 Rnd (5-5-5),John McCarthy,2010-08-01,"San Diego, California, USA",Middleweight Bout,Yushin Okami
3752,John Howard,Jake Ellenberger,0,0,17 of 34,38 of 67,50%,56%,42 of 60,92 of 138,0 of 1,5 of 7,0%,71%,1,0,0,2,0,0,9 of 26,22 of 48,5 of 5,16 of 19,3 of 3,0 of 0,7 of 19,8 of 20,9 of 12,15 of 19,1 of 3,15 of 28,TKO - Doctor's Stoppage,3,2:21,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Welterweight Bout,Jake Ellenberger
3753,Tyson Griffin,Takanori Gomi,0,1,3 of 14,5 of 15,21%,33%,3 of 14,5 of 15,0 of 0,0 of 0,0%,0%,0,0,0,0,0,0,2 of 13,3 of 12,0 of 0,2 of 3,1 of 1,0 of 0,3 of 14,3 of 13,0 of 0,0 of 0,0 of 0,2 of 2,KO/TKO,1,1:04,3 Rnd (5-5-5),Jason Herzog,2010-08-01,"San Diego, California, USA",Lightweight Bout,Takanori Gomi
3754,Paul Kelly,Jacob Volkmann,0,0,24 of 61,32 of 79,39%,40%,45 of 85,61 of 111,0 of 0,6 of 7,0%,85%,2,2,3,11,2,1,19 of 54,25 of 70,2 of 3,2 of 2,3 of 4,5 of 7,6 of 32,7 of 29,3 of 5,1 of 1,15 of 24,24 of 49,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,2010-08-01,"San Diego, California, USA",Lightweight Bout,Jacob Volkmann
3755,DaMarques Johnson,Matthew Riddle,0,0,9 of 27,42 of 83,33%,50%,17 of 37,75 of 127,0 of 2,3 of 4,0%,75%,0,0,0,5,0,0,5 of 23,37 of 78,2 of 2,5 of 5,2 of 2,0 of 0,3 of 18,5 of 10,3 of 3,4 of 4,3 of 6,33 of 69,KO/TKO,2,4:29,3 Rnd (5-5-5),Jason Herzog,2010-08-01,"San Diego, California, USA",Welterweight Bout,Matthew Riddle
3756,James Irvin,Igor Pokrajac,0,0,11 of 22,18 of 27,50%,66%,14 of 25,21 of 30,0 of 1,2 of 3,0%,66%,0,1,0,2,1,0,11 of 22,18 of 27,0 of 0,0 of 0,0 of 0,0 of 0,1 of 4,10 of 17,0 of 2,2 of 2,10 of 16,6 of 8,Submission,1,2:29,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Light Heavyweight Bout,Igor Pokrajac
3757,Brian Stann,Mike Massenzio,0,0,43 of 72,5 of 11,59%,45%,119 of 152,26 of 33,0 of 0,5 of 9,0%,55%,2,2,0,4,0,0,26 of 54,3 of 9,14 of 15,1 of 1,3 of 3,1 of 1,3 of 20,1 of 7,9 of 13,1 of 1,31 of 39,3 of 3,Submission,3,3:10,3 Rnd (5-5-5),John McCarthy,2010-08-01,"San Diego, California, USA",Middleweight Bout,Brian Stann
3758,Darren Elkins,Charles Oliveira,0,0,0 of 4,3 of 4,0%,75%,0 of 4,3 of 4,1 of 1,0 of 0,100%,0%,0,2,0,0,0,0,0 of 4,2 of 3,0 of 0,0 of 0,0 of 0,1 of 1,0 of 4,1 of 1,0 of 0,0 of 0,0 of 0,2 of 3,Submission,1,0:41,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Lightweight Bout,Charles Oliveira
3759,Rob Kimmons,Steve Steinbeiss,0,0,38 of 65,85 of 129,58%,65%,126 of 167,148 of 193,4 of 8,0 of 1,50%,0%,2,0,2,0,0,0,20 of 39,16 of 48,15 of 23,60 of 71,3 of 3,9 of 10,6 of 22,20 of 51,21 of 30,65 of 78,11 of 13,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,2010-08-01,"San Diego, California, USA",Middleweight Bout,Rob Kimmons
3760,Brock Lesnar,Shane Carwin,0,1,8 of 15,40 of 85,53%,47%,28 of 37,61 of 112,1 of 4,0 of 0,25%,0%,1,0,2,2,0,0,2 of 9,39 of 84,5 of 5,1 of 1,1 of 1,0 of 0,0 of 7,3 of 14,3 of 3,6 of 14,5 of 5,31 of 57,Submission,2,2:19,5 Rnd (5-5-5-5-5),Josh Rosenthal,2010-07-03,"Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Brock Lesnar
3761,Chris Leben,Yoshihiro Akiyama,0,0,46 of 105,27 of 68,43%,39%,162 of 231,62 of 111,0 of 0,5 of 5,0%,100%,4,1,0,4,0,0,31 of 78,24 of 63,3 of 6,1 of 2,12 of 21,2 of 3,37 of 91,21 of 55,4 of 8,1 of 4,5 of 6,5 of 9,Submission,3,4:40,3 Rnd (5-5-5),Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Middleweight Bout,Chris Leben
3762,Chris Lytle,Matt Brown,0,1,19 of 49,25 of 42,38%,59%,40 of 72,29 of 46,0 of 1,1 of 2,0%,50%,4,1,1,0,0,0,12 of 39,14 of 26,7 of 10,8 of 11,0 of 0,3 of 5,13 of 40,18 of 33,6 of 9,7 of 8,0 of 0,0 of 1,Submission,2,2:02,3 Rnd (5-5-5),Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Welterweight Bout,Chris Lytle
3763,Krzysztof Soszynski,Stephan Bonnar,0,1,32 of 90,48 of 112,35%,42%,33 of 91,82 of 151,0 of 2,2 of 4,0%,50%,0,0,0,1,0,0,27 of 82,39 of 97,0 of 0,5 of 8,5 of 8,4 of 7,20 of 50,15 of 50,12 of 40,22 of 46,0 of 0,11 of 16,KO/TKO,2,3:08,3 Rnd (5-5-5),Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Stephan Bonnar
3764,George Sotiropoulos,Kurt Pellegrino,1,1,48 of 162,39 of 108,29%,36%,82 of 199,68 of 141,1 of 2,3 of 3,50%,100%,0,0,4,1,0,0,46 of 152,33 of 98,1 of 9,3 of 4,1 of 1,3 of 6,32 of 141,27 of 87,3 of 6,8 of 11,13 of 15,4 of 10,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,2010-07-03,"Las Vegas, Nevada, USA",Lightweight Bout,George Sotiropoulos
3765,Brendan Schaub,Chris Tuchscherer,1,0,10 of 12,1 of 5,83%,20%,15 of 17,1 of 5,0 of 0,0 of 0,0%,0%,0,0,0,0,0,0,10 of 12,0 of 4,0 of 0,0 of 0,0 of 0,1 of 1,2 of 4,1 of 5,2 of 2,0 of 0,6 of 6,0 of 0,KO/TKO,1,1:07,3 Rnd (5-5-5),Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Heavyweight Bout,Brendan Schaub
3766,Seth Petruzelli,Ricardo Romero,1,0,30 of 62,19 of 30,48%,63%,42 of 76,24 of 36,0 of 1,1 of 7,0%,14%,2,2,0,5,0,1,26 of 57,13 of 24,3 of 3,6 of 6,1 of 2,0 of 0,12 of 33,6 of 14,7 of 10,0 of 1,11 of 19,13 of 15,Submission,2,3:05,3 Rnd (5-5-5),Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Ricardo Romero
3767,Kendall Grove,Goran Reljic,0,0,28 of 89,14 of 56,31%,25%,83 of 146,27 of 73,1 of 1,3 of 5,100%,60%,1,1,0,2,0,1,17 of 75,2 of 37,8 of 10,6 of 9,3 of 4,6 of 10,9 of 62,9 of 42,15 of 19,3 of 5,4 of 8,2 of 9,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Middleweight Bout,Kendall Grove
3768,Gerald Harris,David Branch,0,0,10 of 37,20 of 39,27%,51%,11 of 39,40 of 60,5 of 5,0 of 2,100%,0%,0,0,0,0,0,0,10 of 37,10 of 28,0 of 0,6 of 6,0 of 0,4 of 5,5 of 28,8 of 27,2 of 3,12 of 12,3 of 6,0 of 0,KO/TKO,3,2:35,3 Rnd (5-5-5),Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Middleweight Bout,Gerald Harris
3769,Forrest Petz,Daniel Roberts,0,0,21 of 69,5 of 44,30%,11%,47 of 97,45 of 93,1 of 1,6 of 9,100%,66%,0,2,1,6,0,0,6 of 50,4 of 42,3 of 7,1 of 2,12 of 12,0 of 0,17 of 59,2 of 39,3 of 9,1 of 1,1 of 1,2 of 4,Decision - Split,3,5:00,3 Rnd (5-5-5),Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Welterweight Bout,Daniel Roberts
3770,Jon Madsen,Karlos Vemola,0,0,37 of 53,16 of 42,69%,38%,118 of 140,21 of 47,3 of 4,0 of 3,75%,0%,0,1,4,0,0,0,14 of 27,2 of 25,5 of 6,10 of 13,18 of 20,4 of 4,4 of 15,4 of 27,26 of 30,12 of 15,7 of 8,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Heavyweight Bout,Jon Madsen
